run_id,scenario_id,interpretation_labels,reused_by_hypotheses,hypothesis_id,matrix_class,master_seed,seed,miner_count,underlying_execution_model,network_hash_rate_hps,efficiency_j_per_th,simulation_duration_s,target_block_interval_s,propagation_delay_mean_s,hash_rate_distribution,mu,inactive_miner_fraction,idle_power_ratio,allocation_policy,expected_zero_block_probability_exact,expected_zero_block_probability_poisson,expected_unique_candidate_evaluations,expected_full_template_generations,expected_partial_generation_candidates,zero_block_risk_category,analytical_model_version,scientific_semantics_hash,run_execution_hash,interpretation_hash,analysis_group_hash_v2,output_schema_version,scenario_engine_version,stream_seed_solution_positions,stream_seed_solution_count,stream_seed_miner_starts,stream_seed_hash_rate_distribution,stream_seed_propagation_delay,stream_seed_inactive_selection,stream_seed_topology,stream_seed_transaction_arrival,retention_full_log,retention_reason_codes,validation_only,expected_output_path,planned_status
S5B2-00041,B0,B0,,H1;A1,CORE,20260212,20260212,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,1ebaa32d13843cb6,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,12283387087476751820,16891638273687928109,13312099440670604031,13030785662699270169,11207863912236044483,16371283739487506556,6991342032054292633,2194300644800084938,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00041.summary.json,PLANNED
S5B2-00042,B0,B0,,H1;A1,CORE,20260213,20260213,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,d4768aacbbc52dc4,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,14611016868364934769,3380033561625841115,2822103259602995733,720283910083158463,9936327586320318712,10617599731588693117,4464372548700005529,7873368642580337070,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00042.summary.json,PLANNED
S5B2-00043,B0,B0,,H1;A1,CORE,20260214,20260214,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,4cc026b70e52b411,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,8998245057822978487,18267971403976119846,6997991567136962862,4599378324139183345,3234941216880490312,5797018744262847078,7979687253114090189,654588792062115893,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00043.summary.json,PLANNED
S5B2-00044,B0,B0,,H1;A1,CORE,20260215,20260215,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,a5e2b9135cbd91e5,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,13534374430676890103,7277205795151140524,2872652847854786188,4452128332174357108,9554310340526045667,8307422148320032868,12809369546716407825,3284746855136316741,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00044.summary.json,PLANNED
S5B2-00045,B0,B0,,H1;A1,CORE,20260216,20260216,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,bc2a61db6eb5865a,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,1776822370868562883,15054650375277938207,8532698046267004882,1996567650329463837,774122599375941919,2467436892782752805,16813887281918005151,6897099214444653041,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00045.summary.json,PLANNED
S5B2-00046,B0,B0,,H1;A1,CORE,20260217,20260217,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,80e80a9bbe4bdf53,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,10996902408443152335,6976438983409482037,15392943984875995886,9920968417303370432,1622247630353785204,14257196912279940879,15425436175986766380,462154308808407304,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00046.summary.json,PLANNED
S5B2-00047,B0,B0,,H1;A1,CORE,20260218,20260218,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,32c9c42e91694ac3,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,532904831513665302,16972230405973285412,13104843443295137298,1358562348153649792,18384541092715767324,13001168156718897196,12552504543321392393,4331311734244196776,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00047.summary.json,PLANNED
S5B2-00048,B0,B0,,H1;A1,CORE,20260219,20260219,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,7773fbfd7fc487bd,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,15484613720844455713,1074919634118708039,10374599338511308301,12877223329941510589,860509038069813062,17125027774998265426,16210758972773207999,15906533894766526442,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00048.summary.json,PLANNED
S5B2-00049,B0,B0,,H1;A1,CORE,20260220,20260220,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,da0c8cfc5f41fb54,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,14751155349786657096,7000264911784858255,5970101464001092072,8483475551438923981,17430581790282378253,1653152828335733444,11267199533044585645,1543787022937326033,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00049.summary.json,PLANNED
S5B2-00050,B0,B0,,H1;A1,CORE,20260221,20260221,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,8be4695f8ddb0d38,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,13390413352142203345,6244405849501457592,13934938786491014741,7438756164808345676,16004856040398247668,6046887487324376222,16729177835463857599,2493858396297707384,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00050.summary.json,PLANNED
S5B2-00051,B0,B0,,H1;A1,CORE,20260222,20260222,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,38054dfe16df3f39,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,1857091661252179151,6142651845172147815,17505333430318642329,10016216928337149455,12463933740463866736,11090681127283923431,13055918366120387986,13585997733544116668,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00051.summary.json,PLANNED
S5B2-00052,B0,B0,,H1;A1,CORE,20260223,20260223,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,2893ceb9d210021b,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,7409184012503114741,7535411613938759673,1358553742204680674,645116685801282248,5279920782536775248,6655480439386946898,5696243600043325400,4001562332483044210,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00052.summary.json,PLANNED
S5B2-00053,B0,B0,,H1;A1,CORE,20260224,20260224,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,30fcd4b5653c77ec,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,164760811024431931,10368192279763970982,16770956684771396927,7453750186655558767,2200507294426697373,2910632274482567439,5900268297284698354,17431658306672767799,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00053.summary.json,PLANNED
S5B2-00054,B0,B0,,H1;A1,CORE,20260225,20260225,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,051809000697b4cf,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,4754549357350904815,14760102545706374635,14945110459636753319,1167438358878895799,10084468601967137346,6660805458592182436,9213909709878190933,8889667448903202147,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00054.summary.json,PLANNED
S5B2-00055,B0,B0,,H1;A1,CORE,20260226,20260226,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,4d66a5d1b1b5c5b0,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,14471738220981314419,3655603922742183295,8750219271563035818,5848444758575767595,5437288579221309395,1746777472056092816,11950379841001767239,12180415733846946574,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00055.summary.json,PLANNED
S5B2-00056,B0,B0,,H1;A1,CORE,20260227,20260227,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,437d90e1864c2fb2,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,17370675459560946223,7079331259362260798,4295939282506960804,14172355694599112101,16876159766073955419,2629801237266636828,12140184028741585933,16071205806603092077,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00056.summary.json,PLANNED
S5B2-00057,B0,B0,,H1;A1,CORE,20260228,20260228,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,1cd8e57010c28329,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,8557754476500685399,6979501814457414921,8104748170610850827,3565913396182835316,1182523274440470080,5663525688772378182,2838845411580740970,14638935331548538794,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00057.summary.json,PLANNED
S5B2-00058,B0,B0,,H1;A1,CORE,20260229,20260229,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,3f6c5ae525b3a0f8,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,4447734847611275725,12081228567804493604,11910261458677384333,14676456553459051191,741536933208005294,3042663773358861954,2388917620010588480,15881375954201141123,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00058.summary.json,PLANNED
S5B2-00059,B0,B0,,H1;A1,CORE,20260230,20260230,200,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,22420a1fc1ef132e,0075dc0804f43b22,3ec267a90d420820,aef3bc867bad787f,5b1g.2,5b1g.2,11348623381260159893,12071822902925366334,382644374602219922,199142016207856685,6035858052650100205,15348404401654392087,14355787247102378580,8422831792121216100,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00059.summary.json,PLANNED
S5B2-00060,B0,B0,,H1;A1,CORE,20260201,20260201,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,c94b52aa019374e7,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,15169200042377728873,8064221099281723354,12318682558088511726,9105973332309546348,935323478422213335,10204969048744852620,4511568173926904311,6690315064873633209,True,scenario_count_cover,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00060.summary.json,PLANNED
S5B2-00061,B0,B0,,H1;A1,CORE,20260202,20260202,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,1ff5dd756c43005e,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,14655790810396311748,1773811500100229986,8850574413819201485,94846340833523918,1629202256233504919,9232103345999754422,5679485190218798187,12213764845205720235,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00061.summary.json,PLANNED
S5B2-00062,B0,B0,,H1;A1,CORE,20260203,20260203,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,a9b378c4d6f0e2b2,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,11643355427214393681,3545823794402083805,4569888948440741134,9737434884970903798,13749725439919562336,13915078347518663137,4977159228057682895,9233391671053155782,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00062.summary.json,PLANNED
S5B2-00063,B0,B0,,H1;A1,CORE,20260204,20260204,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,160ffd420a6d8ba0,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,14582330104280937914,16104973813941401383,3383665628402755467,11497468127225729949,6355567124677947349,8321421598170452536,18229077875237105274,17968154426691999587,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00063.summary.json,PLANNED
S5B2-00064,B0,B0,,H1;A1,CORE,20260205,20260205,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,61c9994246256f53,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,2518482782401168725,13506756969329410866,8160527370047929488,4741869862385005241,6281704573482114970,5645837131045340514,15332248998059157430,9303411378470474820,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00064.summary.json,PLANNED
S5B2-00065,B0,B0,,H1;A1,CORE,20260206,20260206,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,fa8090ade8989715,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,7345261756727712041,5186625388049649042,3897513028874809317,5505765459455395608,17354928136098395043,8783623097983698781,2482784642255714648,12705571715629949857,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00065.summary.json,PLANNED
S5B2-00066,B0,B0,,H1;A1,CORE,20260207,20260207,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,09f8fc21ccea6f31,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,10884673794553212184,4864857918612150757,15792918615329685035,11308473053021841922,6267670852028656133,10192143525345568739,4725719742741244919,7315277980376116510,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00066.summary.json,PLANNED
S5B2-00067,B0,B0,,H1;A1,CORE,20260208,20260208,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,493c17b46fbcde0e,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,17178503885459499269,4069363582781495484,1344142483161736896,13886995542812535297,7085467131487690418,11270382506974352746,9344869206394366699,2845833918884449501,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00067.summary.json,PLANNED
S5B2-00068,B0,B0,,H1;A1,CORE,20260209,20260209,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,bb28d644ea970a10,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,2242599091231871741,17260096804176917378,4970328662119614166,1366772581041042587,8182091885968533754,3294777363717052499,3835191155497201410,5371866655922644309,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00068.summary.json,PLANNED
S5B2-00069,B0,B0,,H1;A1,CORE,20260210,20260210,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,f78d706fbda5ca62,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,11325887300003572210,3084943430662093287,13180890988829461303,15116804544387428554,15220162770640637968,17446581346449350409,4644490017027624355,2568346404510437523,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00069.summary.json,PLANNED
S5B2-00070,B0,B0,,H1;A1,CORE,20260211,20260211,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,d215b8fff939dc23,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,5427821325859588886,3939107513811833711,4337136604838392922,7421813067670031512,4541266562186649228,15931865728697495216,14370208399333429723,2850817475288200406,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00070.summary.json,PLANNED
S5B2-00071,B0,B0,,H1;A1,CORE,20260212,20260212,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,606548585823f972,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,12283387087476751820,16891638273687928109,13312099440670604031,13030785662699270169,11207863912236044483,16371283739487506556,6991342032054292633,2194300644800084938,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00071.summary.json,PLANNED
S5B2-00072,B0,B0,,H1;A1,CORE,20260213,20260213,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,e1749a69becb02bd,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,14611016868364934769,3380033561625841115,2822103259602995733,720283910083158463,9936327586320318712,10617599731588693117,4464372548700005529,7873368642580337070,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00072.summary.json,PLANNED
S5B2-00073,B0,B0,,H1;A1,CORE,20260214,20260214,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,4c7970ec3ce94765,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,8998245057822978487,18267971403976119846,6997991567136962862,4599378324139183345,3234941216880490312,5797018744262847078,7979687253114090189,654588792062115893,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00073.summary.json,PLANNED
S5B2-00074,B0,B0,,H1;A1,CORE,20260215,20260215,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,dd98f0f932861584,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,13534374430676890103,7277205795151140524,2872652847854786188,4452128332174357108,9554310340526045667,8307422148320032868,12809369546716407825,3284746855136316741,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00074.summary.json,PLANNED
S5B2-00075,B0,B0,,H1;A1,CORE,20260216,20260216,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,898826e3c46eac67,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,1776822370868562883,15054650375277938207,8532698046267004882,1996567650329463837,774122599375941919,2467436892782752805,16813887281918005151,6897099214444653041,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00075.summary.json,PLANNED
S5B2-00076,B0,B0,,H1;A1,CORE,20260217,20260217,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,a23aa09375c42045,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,10996902408443152335,6976438983409482037,15392943984875995886,9920968417303370432,1622247630353785204,14257196912279940879,15425436175986766380,462154308808407304,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00076.summary.json,PLANNED
S5B2-00077,B0,B0,,H1;A1,CORE,20260218,20260218,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,cfa27b896c4787a8,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,532904831513665302,16972230405973285412,13104843443295137298,1358562348153649792,18384541092715767324,13001168156718897196,12552504543321392393,4331311734244196776,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00077.summary.json,PLANNED
S5B2-00078,B0,B0,,H1;A1,CORE,20260219,20260219,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,f42c9846191edc8c,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,15484613720844455713,1074919634118708039,10374599338511308301,12877223329941510589,860509038069813062,17125027774998265426,16210758972773207999,15906533894766526442,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00078.summary.json,PLANNED
S5B2-00079,B0,B0,,H1;A1,CORE,20260220,20260220,300,independent_full_parallel,141000000000000.0,21.5,10000.0,600.0,0.42,homogeneous,2.0,0.0,0.0,disjoint_equal,5.777748519419139e-08,5.7777485194191396e-08,1.41e+18,8,5.64e+16,low,b1-exact-1,b1e950f9d0616478,0e847d128522d6e2,3ec267a90d420820,2559bacf6f318ccb,5b1g.2,5b1g.2,14751155349786657096,7000264911784858255,5970101464001092072,8483475551438923981,17430581790282378253,1653152828335733444,11267199533044585645,1543787022937326033,False,,False,results/thesis_revision_v43/stage_05b2/raw/S5B2-00079.summary.json,PLANNED
